cod_localidad,id_provincia,id_departamento,categoría,provincia,localidad,nombre,domicilio,código postal,número de teléfono,mail,web
62021060,62,62021,Salas de cine,Río Negro,Bariloche,Sunstar,Onelli 447,8400,433128,gerente.bariloche@cinesunstar.com,http://www.cinesunstar.com/
62021060,62,62021,Salas de cine,Río Negro,Bariloche,La Llave,Sobral Y Onelli,8400,421599,comunicacionculturalmscb@bariloche.com.ar,https://www.facebook.com/escuelalallavebariloche/
62014040,62,62014,Salas de cine,Río Negro,Choele Choel,Sala Municipal Espacio Incaa,Tello Y Av. San Martin,8360,4555525,secdesarrollosocialchoele@hotmail.com,https://www.facebook.com/EspacioIncaaKm1000ChoeleChoel/
66028050,66,66028,Salas de cine,Salta,Salta,Cine Rex,Av. San Martin 1170,4400,4889200,zingone@arnet.com.ar,https://www.facebook.com/pg/Cine-Rex-Salta-1989566067982401/about/?ref=page_internal
66056220,66,66056,Salas de cine,Salta,Tartagal,Open Plaza,Guemes 421,4560,s/d,adrianc@ferreterianorte.com.ar, http://www.cineopenplaza.com.ar
66126070,66,66126,Salas de cine,Salta,Orán,Cine Municipal De La Cultura Oran,Hipolito Yrigoyen 137,4530,421274,culturaoran@gmail.com,https://www.facebook.com/Cine-Municipal-Espacios-Incaa-Oran-473261419496188/
66028050,66,66028,Salas de cine,Salta,Salta,Hogar Escuela,Pje. Chiclana Esq. H. Irigoyen S/N,4400,4228669,ministro@cultura.salta.gov.ar,http://www.culturasalta.gov.ar/contenidos/espacio-incaa-hogar-escuela/50
66028050,66,66028,Salas de cine,Salta,Salta,Opera,Urquiza 560,4400,4213297,zingone@arnet.com.ar,https://www.facebook.com/pages/category/Drive-In-Movie-Theater/Cine-Opera-Salta-155718934490642/
66028050,66,66028,Salas de cine,Salta,Salta,Hoyts,Virrey Toledo 702,4400,57771000,rmazzutti@hoyts.com.ar,https://www.cinemarkhoyts.com.ar/
70028010,70,70028,Salas de cine,San Juan,San Juan,Cinemacenter,Av. Circunvalacion Y Escalabrini Ortiz,5400,4212121,centersanjuan@cinemacenter.com.ar,http://www.cinemacenter.com.ar/
70028010,70,70028,Salas de cine,San Juan,San Juan,Play Cinema,Av. Libertador 1826 (Oeste),5400,4309000,admnistracion@playcinema.net,http://www.playcinema.net/
70028010,70,70028,Salas de cine,San Juan,San Juan,Cine Teatro Municipal San Juan,B. Mitre 41 Este,5400,4213295,cineteatromunicipalsj@gmail.com,http://www.municipiosanjuan.gob.ar/?q=content/cartelera-del-cine-teatro-municipal
70028010,70,70028,Salas de cine,San Juan,San Juan,Fundación Iopps,Pedro Echague Oeste 475,5400,4219787,iopps@speedy.com.ar,https://www.facebook.com/ioppscultura/
70028010,70,70028,Salas de cine,San Juan,San Juan,UPCN - San Juan,Sarmiento 461 Sur,5400,4214611,adolfomallea@yahoo.com.ar,http://www.upcndigital.org/san-juan
74056150,74,74056,Salas de cine,San Luis,San Luis,Cinemacenter,J. A. Roca 260,5700,441001,centerluis@cinemacenter.com.ar,http://www.cinemacenter.com.ar/
74035070,74,74035,Salas de cine,San Luis,Villa Mercedes,Fénix,Pueyrredon 1651,5730,425513,hm@cinesdigitales.com,http://www.cinesfenix.com
78014060,78,78014,Salas de cine,Santa Cruz,Las Heras,Osvaldo Jorge Bayer,13 De Diciembre Y Malvinas S/N,9017,4974923,centroculturallasheras@gmail.com,https://www.facebook.com/pg/centroculturallasheras/about/?ref=page_internal
78042010,78,78042,Salas de cine,Santa Cruz,Puerto San Julian,Cine Teatro Talia,25 De Mayo 1188,9310,415893,cineteatrotalia1930@gmail.com,https://www.facebook.com/pg/cineteatrotalia/about/?ref=page_internal
78014010,78,78014,Salas de cine,Santa Cruz,Caleta Olivia,Asociación Amigos Del Arte Mechenien,J. Newbery Esq. Deocarets S/N,9011,4851770,mechenien_asociacion@hotmail.com,https://www.mechenien.org.ar/
86035090,86,86035,Salas de cine,Santiago del Estero,La Banda,Cinemacenter,Aut. Juan D. Peron S/N Parque Industrial,4200,4373184,cinessantiago@cinemacenter.com.ar,http://www.cinemacenter.com.ar/
86035090,86,86035,Salas de cine,Santiago del Estero,La Banda,Cine Teatro Municipal Renzi,Av. Besares 151,4300,4279188,Alejandro_jozami@hotmail.com,https://www.facebook.com/CineRenzi/
86049110,86,86049,Salas de cine,Santiago del Estero,Santiago del Estero,Sunstar,Av. Rivadavia Y Ejercito Argentino,4200,4213666,gerente.santiago@cinesunstar.com,http://www.cinesunstar.com/
94007010,94,94007,Salas de cine,Tierra del Fuego,Río Grande,El Cine,9 De Julio 838,9420,422648,roviola@gmail.com,http://www.cinemas4riogrande.com.ar
94014020,94,94014,Salas de cine,Tierra del Fuego,Ushuaia,Sunstar,Av. Perito Moreno 1460,9410,442702,gerente.ushuaia@cinesunstar.com,http://www.cinesunstar.com/
94014020,94,94014,Salas de cine,Tierra del Fuego,Ushuaia,Cine Teatro Pakewaia,Yaganes Y Gob Paz (Base Naval),9410,424566,cine@gamaproducciones.com.ar,www.cinepackewaia.com.ar/
90119030,90,90119,Salas de cine,Tucumán,Yerba Buena,Cines Del Solar,Av. Aconquija 1336,4107,4253050,cinesdelsolar@hotmail.com,http://solardelcerro.com
90105080,90,90105,Salas de cine,Tucumán,Tafí Viejo,Espacio Incaa Tafí Viejo C. Teatro Sociedad Española,Av. Alem 418,4103,6399995,ncapola@gmail.com,https://www.facebook.com/espacioincaatafiviejo/
90119030,90,90119,Salas de cine,Tucumán,Yerba Buena,Sunstar,Av. Fermin Carriola 42,4107,4357463,gerente.tucuman@cinesunstar.com,http://www.cinesunstar.com/
90084010,90,90084,Salas de cine,Tucumán,San Miguel de Tucumán,Microcine Orión,Av. Mitre 817,4000,6374808,cineorion@hotmail.com,https://www.facebook.com/search/top/?q=MICROCINE%20ORION
90084010,90,90084,Salas de cine,Tucumán,San Miguel de Tucumán,Cinemacenter,Av. Nestor Kirchner(Ex Av. Roca) 3450,4000,4361405,cctucuman@cinemacenter.com.ar,http://www.cinemacenter.com.ar/
90084010,90,90084,Salas de cine,Tucumán,San Miguel de Tucumán,Atlas Cine,Monteagudo 250,4000,4220825,rabdenur@gmail.com,cineatlasweb.com.ar
90084010,90,90084,Salas de cine,Tucumán,San Miguel de Tucumán,Espacio Incaa Sala Orestes Caviglia,San Martin 251,4000,4307678,mediosaudiovisuales.ect@arnetbiz.com.ar,https://enteculturaltucuman.gob.ar/#teatros
82063170,82,82063,Salas de cine,Santa Fe,Santa Fe,Cine América,25 De Mayo 3075,3000,4190285,guillermoarch@hotmail.com,http://www.plateasantafe.com
82042290,82,82042,Salas de cine,Santa Fe,Venado Tuerto,Cinema Casey,Av. Casey 790,2600,400100,cinemacasey@hotmail.com,http://cinemacasey.com.ar
82042220,82,82042,Salas de cine,Santa Fe,Rufino,Sala Hispano,Av. Cobo 185,6100,409088,espacioincaarufino@gmail.com,htpp:/www.espacios.incaa.gov.ar
82014050,82,82014,Salas de cine,Santa Fe,Casilda,Cine Teatro Libertador,Buenos Aires 2441,2170,422381,cinelibertador@arnetbiz.com.ar,http://www.cinelibertador.com.ar
82021310,82,82021,Salas de cine,Santa Fe,Rafaela,Cine Teatro Municipal Manuel Belgrano,Bv. Santa Fe 555,2300,422114,cinebelgrano@wilnet.com.ar,http://www.rafaela.gob.ar/cine/
82021340,82,82021,Salas de cine,Santa Fe,San Vicente,Brown Cinema,Cangallo 304,2447,470396,brown@coopmail.com.ar,http://browncinema3d.com.ar/home.php
82084270,82,82084,Salas de cine,Santa Fe,Rosario,Microcine De La Cortada,Ctda Ricardone 1244,2000,4498408,microcinedelacortada@hotmail.com,https://www.facebook.com/pg/cinedelacortada.condicionado/about/?ref=page_internal
82063170,82,82063,Salas de cine,Santa Fe,Santa Fe,Cinemark,Dique 1 Puerto Santa Fe,3000,57771000,iventura@cinemark.com.ar,https://www.cinemarkhoyts.com.ar
82126140,82,82126,Salas de cine,Santa Fe,San Jorge,Trigital Cines SRL,Eva Peron 1388,2451,405750,s/d,http://www.lastipassanjorge.com.ar/
82084270,82,82084,Salas de cine,Santa Fe,Rosario,Village,Eva Peron 5856,2000,5161111,village.rosario@village.com.ar,https://www.villagecines.com/
82049180,82,82049,Salas de cine,Santa Fe,Reconquista,Cine Recite,Habegger 755,3560,621973,cinerecite@gmail.com // viviandreaperalta@gmail.com,http://www.cinerecite.com.ar
82084270,82,82084,Salas de cine,Santa Fe,Rosario,Showcase,Junin 501,2000,4360600,naiarg@naiarg.com.ar,http://www.rosariocine.com.ar/horarios/cine/showcase
82084270,82,82084,Salas de cine,Santa Fe,Rosario,Hoyts,Nansen 323,2000,57771000,rmazzutti@hoyts.com.ar,https://www.cinemarkhoyts.com.ar/
82084270,82,82084,Salas de cine,Santa Fe,Rosario,Cines Del Centro,Rioja 1660,2000,4815519,s/d,http://www.rosariocine.com.ar/horarios/cine/cines-del-centro
82084270,82,82084,Salas de cine,Santa Fe,Rosario,Monumental,San Martin 993,2000,s/d,ciamonumentalrosario@gmail.com,https://www.multiplex.com.ar/
82084270,82,82084,Salas de cine,Santa Fe,Rosario,El Cairo,Santa Fe 1120,2000,4721851,carodesantis@hotmail.com,http://elcairocinepublico.gob.ar/
82084270,82,82084,Salas de cine,Santa Fe,Rosario,Arteon,Sarmiento 778,2000,4268841,arteon01@gmail.com,http://www.arteon.com.ar/#!/-cine/
82084270,82,82084,Salas de cine,Santa Fe,Rosario,Centro Cultural Cine Lumiere,Velez Sarfield 1029,2000,4804816,mdorigo@rosario.gov.ar,http://www.lumiererosario.gob.ar
50098100,50,50098,Salas de cine,Mendoza,San Martín,Cine Cervantes San Martin,9 De Julio 187,5570,432786,cebriancine@gmail.com,http://www.cinecervantes.com
50007010,50,50007,Salas de cine,Mendoza,Mendoza,Microcine Municipal David Einsenchlas,9 De Julio 500,5500,4495184,microcinemunicipal@gmail.com//elvuelocine@gmail.com,s/d
50007010,50,50007,Salas de cine,Mendoza,Mendoza,Village,Av. Acceso Este 3280 Lateral Norte,5521,4616161,village.mendoza@village.com.ar,https://www.villagecines.com/
50021010,50,50021,Salas de cine,Mendoza,Godoy Cruz,Ctro Cultural Cine Plaza,Colon 27,5501,4133255,cineplaza@godoycruz.gov.ar,https://www.godoycruz.gob.ar/
50070060,50,50070,Salas de cine,Mendoza,Maipú,Village,Emilio Civit Y Maza,5515,4616161,village.maipu@village.com.ar,https://www.villagecines.com/
50007010,50,50007,Salas de cine,Mendoza,Mendoza,Cinemacenter,Las Cañas 1833,5519,4598173,centermendoza@cinemacenter.com.ar,http://www.cinemacenter.com.ar/
50007010,50,50007,Salas de cine,Mendoza,Mendoza,Porky`S,Lavalle 32,5500,4288740,gabrielmontes67@hotmail.com,https://www.facebook.com/pg/CINE-XXX-Porkis-Mendoza-287672825017939/about/?ref=page_internal
50084140,50,50084,Salas de cine,Mendoza,Rivadavia,Centro Cultural Juan Centorbi,Lavalle 740,5577,4442619,ggvalverde@hotmail.com,https://www.mendozaeventos.com/lugar/122/1/centro-cultural-municipal-juan-centorbi
50007010,50,50007,Salas de cine,Mendoza,Mendoza,Cine Universidad,Maza 240 Entre Mitre Y Av. España,5500,6259251,armandoluisgonzalez70@gmail.com,http://cine.uncuyo.edu.ar/
50070060,50,50070,Salas de cine,Mendoza,Maipú,Cine Teatro Imperial,Pablo Pescara Y Peron,5515,4815634,cine_taller@hotmail.com,https://www.facebook.com/pg/Cineteatroimperial/about/?ref=page_internal
50028020,50,50028,Salas de cine,Mendoza,Guaymallen,Cine Teatro Armando Tejada Gómez,Pedro Molina 110,5519,4453515,cineteatrorecreo@yahoo.com.ar,https://www.facebook.com/cineteatrorecreo.guaymallen/photos/a.595121797331400/595121603998086/?type=1&theater
50077040,50,50077,Salas de cine,Mendoza,Malargüe,Sala Maitén,Ruta 40 Norte Y Pje Orteguina,5613,470027,cinemaiten@malargue.gov.ar,https://www.malargue.gov.ar/?cat=735
50021010,50,50021,Salas de cine,Mendoza,Godoy Cruz,Cinemark,Ruta Panamericana 2650,5501,57771000,iventura@cinemark.com.ar,https://www.cinemarkhoyts.com.ar
50105210,50,50105,Salas de cine,Mendoza,San Rafael,Cine Amelix,San Martin 139,5600,427171,cineamelix@gmail.com,https://www.facebook.com/CineAmelix/
14140030,14,14140,Salas de cine,Córdoba,Arroyito,Cinema 2000,Belgrano Esq. Rafael Nuñez,2434,422515,marcelatorressi@cescom.net.ar,https://www.facebook.com/pg/Cinema.2000.Arroyito.3D/about/?ref=page_internal
14182080,14,14182,Salas de cine,Córdoba,Canals,Guillermo J. Nolter,Moreno Y Sarmiento,2650,420041,coopcanals@canalsnet.com.ar,https://www.cinecoop3d.com/elcine.php
14091040,14,14091,Salas de cine,Córdoba,Capilla del Monte,Enrique Muiño,Sarmiento 318,5184,481026,cultura@capilladelmonte.gov.ar,https://www.facebook.com/pages/Cine-Enrique-Mui%C3%B1o-Capilla-Del-Monte/314551692070477
14014010,14,14014,Salas de cine,Córdoba,Córdoba,Cine Arte Córdoba,27 De Abril 275,5000,421214,danhid12@hotmail.com,https://www.facebook.com/Cine-Arte-Cordoba-1386051238374665/
14014010,14,14014,Salas de cine,Córdoba,Córdoba,Cinerama,Av. Colon 345,5000,4210221,albertomo@arnet.com.ar,https://www.cinerama.com.ar/
14014010,14,14014,Salas de cine,Córdoba,Córdoba,Dinosaurio Mall,Av. Fuerza Aerea 1700,5009,5261500,cluduena@grupodinosaurio.com,https://www.cinesdinomall.com.ar/Inicio
14014010,14,14014,Salas de cine,Córdoba,Córdoba,Gran Rex,Av. Gral. Paz 174,5000,248709,granrex@yahoo.com.ar,http://cinesgranrex.com.ar/
14014010,14,14014,Salas de cine,Córdoba,Córdoba,Hoyts,Av. Velez Sarsfield 361,5000,57771000,rmazzutti@hoyts.com.ar,https://www.cinemarkhoyts.com.ar/
14014010,14,14014,Salas de cine,Córdoba,Córdoba,Hoyts,Duarte Quiros 1400,5000,4803737,rmazzutti@hoyts.com.ar,https://www.cinemarkhoyts.com.ar/
14014010,14,14014,Salas de cine,Córdoba,Córdoba,Showcase,J.A. Goyechea 2851,5009,4880499,canigia@naiarg.com.ar,https://www.todoshowcase.com/
14014010,14,14014,Salas de cine,Córdoba,Córdoba,Tao Sex,Rivadavia 219,5000,4232865,lucramireznur@hotmail.com,https://www.facebook.com/pg/taosex.cordoba/about/?ref=page_internal
14014010,14,14014,Salas de cine,Córdoba,Córdoba,Gran Rex,Rivera Indarte 139,5000,4248709,granrexcba@yahoo.com.ar,http://cinesgranrex.com.ar/
14014010,14,14014,Salas de cine,Córdoba,Córdoba,Dinosaurio Mall,Rodriguez Del Busto 4086,5009,5261500,cluduena@grupodinosaurio.com,https://www.cinesdinomall.com.ar/Inicio
14014010,14,14014,Salas de cine,Córdoba,Córdoba,Vip´S Cinema,Santa Rosa 212,5000,4265280,batty256@hotmail.com,http://usandbath.com/cine-vips-cinema-de-cordoba/
14028050,14,14028,Salas de cine,Córdoba,Cruz del Eje,Aida,Thomas Edison 2126,5280,423530,mhr57@hotmail.com,https://www.facebook.com/CineTeatroAidaCruzDelEje/photos/a.1650682478478134/2094015514144826/?type=1&theater
14021140,14,14021,Salas de cine,Córdoba,Jesus María,Las Tipas Boulevard,Ruta Nacional 9 Esq. Corrientes,5220,428300,admin@lastipasboulevard.com.ar,http://www.cinesmolise.com.ar/
14140300,14,14140,Salas de cine,Córdoba,Morteros,Las Tipas Boulevard,Bv. Illia 232,2421,405750,admin@lastipasboulevard.com.ar,http://www.lastipasboulevard.com.ar/
14161150,14,14161,Salas de cine,Córdoba,Río Tercero,Cinema Strike,Velez Sarfield 143,5850,414444,analia.cruchiani@hotmail.com,http://cinemastrike.com.ar/
14140360,14,14140,Salas de cine,Córdoba,San Francisco,Digital Tresd,Iturraspe 1448,2400,424403,nuevocineradar@gmail.com,http://www.nuevocineradar.com.ar/
14021280,14,14021,Salas de cine,Córdoba,Unquillo,Espacio Incaa Unquillo,San Martin 1505,5109,487307,espacioincaaunquillo@gmail.com,http://www.unquillo.gov.ar/webGF/index.html
14098290,14,14098,Salas de cine,Córdoba,Vicuña Mackenna,Sala C.E.Y.A.L,Av. Carlos S. Y De 1056,6140,480000,ceyalcoop@ceyalcoop.com.ar,http://www.ceyalcoop.com.ar/2018/09/11/985/
14021290,14,14021,Salas de cine,Córdoba,Villa Allende,Showcase,Rio De Janeiro 1725,5105,438314,galonso@naiarg.com.ar,https://www.todoshowcase.com/
14091250,14,14091,Salas de cine,Córdoba,Villa Carlos Paz,Holly Paz,9 De Julio 53,5152,435924,charlymagnano@hotmail.com,https://www.holidaycinemas.com.ar/
14119210,14,14119,Salas de cine,Córdoba,Villa del Rosario,Cine General Paz,Sarmiento 731,5963,456011,iambrogio@hotmail.com,https://m.facebook.com/dfinelli.d.finelli?fref=ts
14133200,14,14133,Salas de cine,Córdoba,Villa Dolores,Eter Cine,Felipe Erdman 145,5870,610095,efernandez486@yahoo.com.ar,http://www.etercine3d.com.ar/
14042170,14,14042,Salas de cine,Córdoba,Villa María,Centro Cultural Leonardo Favio,Av. Sabattini 200,5900,4061440,espacioincaa555@hotmail.com,http://www.villamaria.gob.ar
14042170,14,14042,Salas de cine,Córdoba,Villa María,Sudcinemas,"Ruta Nacional 158 Km 155,5",5900,4522337,sudcinemas@arnetbiz.com.ar,http://sudcinemas.com.ar/cine-wp/
2000010,2,2000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Cinemark,Av. Alicia M De Justo 1920,1107,57771000,iventura@cinemark.com.ar,https://www.cinemarkhoyts.com.ar
2000010,2,2000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Cinema,Av. Cabildo 2702,1428,47890232,fharari@hotmail.com.ar,http://www.cinemacity.com.ar/
2000010,2,2000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Multiplex,Av. Cabildo 2829,1428,47816500,viourno@cinesmultiplex.com.ar.,https://www.multiplex.com.ar/
2000010,2,2000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Alianza Francesa,Av. Cordoba 946,1054,43220068,francisco.armendariz@alianzafrancesa.org.ar,https://www.alianzafrancesa.org.ar/cultura/cine
2000010,2,2000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Bama Cine,Av. Corrientes 1145,1145,44136283,guillermo@bamacine.com,http://www.bamacine.com/
2000010,2,2000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Cine Lorca,Av. Corrientes 1428,1042,43715017,lorcacine@gmail.com,http://cinelorca.wixsite.com/cine-lorca
2000010,2,2000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Sala Leopoldo Lugones,Av. Corrientes 1530,1042,43710111,acardoso@complejoteatral.gob.ar,https://complejoteatral.gob.ar/cine
2000010,2,2000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Sala Raúl González Tuñón,Av. Corrientes 1543,1042,50778000,directorartistico@entrocultural.coop,http://www.centrocultural.coop/
2000010,2,2000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Cine Cosmos,Av. Corrientes 2046,1045,49535405,gabriel.guralnik@gmail.com,https://www.facebook.com/pg/cinecosmos.uba/about/?ref=page_internal
2000010,2,2000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Hoyts,Av. Corrientes 3247,1193,57771000,rmazzutti@hoyts.com.ar,https://www.cinemarkhoyts.com.ar/
2000010,2,2000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Malba,Av. Figuero Alcorta 3415,1425,48086500,recepcion@malba.org.ar,http://www.malba.org.ar/eventos/de/actividades-cine-programacion/
2000010,2,2000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Cinemark,Av. La Plata 96,1184,57771000,iventura@cinemark.com.ar,https://www.cinemarkhoyts.com.ar
2000010,2,2000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Gaumont CineAR,Av. Rivadavia 1635,1033,43815754,guadalupe.veiga@incaa.gov.ar,http://www.incaa.gov.ar/sin-categoria/cartelera-cine-gaumont
2000010,2,2000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Village,Av. Rivadavia 5071,1424,51686868,village.caballito@village.com.ar,https://www.villagecines.com/
2000010,2,2000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Cinemark,Beruti 3399,1425,57771000,iventura@cinemark.com.ar,https://www.cinemarkhoyts.com.ar
2000010,2,2000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Microcine Centro Cultural Recoleta,Junin 1930,1113,48031040,evitamaggi@buenosaires.gob.ar,http://www.centroculturalrecoleta.org/
2000010,2,2000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Sisco Box,Laprida 1423,1425,41430660,natipereiradarre@gmail.com,s/d
2000010,2,2000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Multiplex Lavalle,Lavalle 780,1047,43261596,asomma@cinesmultiplex.com.ar,https://www.multiplex.com.ar/
2000010,2,2000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Showcase,Monroe 1655,1428,47883322,rfarias@naiarg.com.ar,https://www.todoshowcase.com/
2000010,2,2000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Cinema Del Parque,Nazarre 3135,1417,45030200,ibuttironi@cpmcines.com,https://cpmcines.com/home
2000010,2,2000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,A.M.I.A.,Pasteur 633,1028,49598800,amia@amia.org.ar,https://cultura.amia.org.ar
2000010,2,2000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Atlas Cine,Rivera Indarte 44,1406,43135050,info@atlascines.com.ar,cineatlasweb.com.ar
2000010,2,2000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Edén,Santa Fe 1825,1123,43283150,jse13310@gmail.com,s/d
2000010,2,2000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Cine Ideal Solo Adultos,Suipacha 378,1008,43263300,s/d,s/d
2000010,2,2000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Village,Vicente Lopez 2050,1128,51280828,village.recoleta@village.com.ar,https://www.villagecines.com/
2000010,2,2000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Multiplex,Vuelta De Obligado 2199,1428,47818187,gfeldman@cinesmultiplex.com,https://www.multiplex.com.ar/
6826050,6,6826,Salas de cine,Buenos Aires,Trenque Lauquen,Espacio Incaa Cine Barrio Alegre,9 De Julio 133,6400,432001,clubbarrioalegre@cetl.com.ar,https://www.facebook.com/cinebarrio3d/
6483040,6,6483,Salas de cine,Buenos Aires,Lobos,Cine Teatro Italiano,9 De Julio 142,7240,431228,cultural@lobos.gov.ar,https://www.facebook.com/teatrocineitaliano/
6568010,6,6568,Salas de cine,Buenos Aires,Morón,T. Municipalidad G. De La Ferrere,Alte. Brown 990,1708,44831412,teatrolaferreremoron@gmail.com,http://www.moron.gob.ar/nuestra-gestion/cultura/accion-cultural/#
6581040,6,6581,Salas de cine,Buenos Aires,Necochea,Cine Teatro París,Av. 59 2868,7630,647459,info@cineteatroparis.com,https://www.facebook.com/cineteatroparis.necochea/
6798020,6,6798,Salas de cine,Buenos Aires,Tapalque,Espacio Incaa Centro Cultural Municipal Dr. Ricardo Romera,Av. 9 De Julio Y Av. San Martin,7303,420248,adolfolivio@hotmail.com,http://www.municipiodetapalque.gob.ar/?tag=centro-cultural-dr-ricardo-romera
6210020,6,6210,Salas de cine,Buenos Aires,Chacabuco,Teatro Italiano Espacio INCAA,Av. Alsina 29,6740,428776,celiae06@hotmail.com,https://www.facebook.com/Teatro-Italiano-Galer%C3%ADa-de-Arte-434088023281257/
6658010,6,6658,Salas de cine,Buenos Aires,Quilmes,Hoyts,Av. Calchaqui 3950,1879,57771000,rmazzutti@hoyts.com.ar,https://www.cinemarkhoyts.com.ar/
6224010,6,6224,Salas de cine,Buenos Aires,Chivilcoy,Metropol,Av. Ceballos 29,6620,422555,lagandolfo@yahoo.com.ar,https://www.facebook.com/CineMetropolChivilcoy/
6805010,6,6805,Salas de cine,Buenos Aires,Rincón de Milberg,Nordel Cinema,Av. De Los Lagos 7010,1617,48710193,s/d,http://www.nordeltacc.com.ar/
6490010,6,6490,Salas de cine,Buenos Aires,Temperley,Hoyts,Av. Hipolito Irigoyen 10699,1834,57771000,rmazzutti@hoyts.com.ar,https://www.cinemarkhoyts.com.ar/
6515010,6,6515,Salas de cine,Buenos Aires,Los Polvorines,Cinemark,Av. Illia 3770,1613,57771000,iventura@cinemark.com.ar,https://www.cinemarkhoyts.com.ar
6427010,6,6427,Salas de cine,Buenos Aires,San Justo,Cinemark,Av. Juan Manuel De Rosas 3990,1754,57771000,iventura@cinemark.com.ar,https://www.cinemarkhoyts.com.ar
6840010,6,6840,Salas de cine,Buenos Aires,Ciudadela,Nuevo Ciudadela,Av. Maipu 3927,1702,46535914,nuevociudadela@yahoo.com.ar,s/d
6469080,6,6469,Salas de cine,Buenos Aires,Lincoln,Cine Club Jorge Newbery,Av. Massey 839,6070,421928,clubjnewbery@gmail.com,https://www.facebook.com/clubjorgenewberylincoln/
6623100,6,6623,Salas de cine,Buenos Aires,Pergamino,Cinema,Av. Mayo Y San Nicolas,2700,443932,cinemapergamino@bbt11.com.ar,http://vamosacinema.com/
6420030,6,6420,Salas de cine,Buenos Aires,San Clemente,Gran Tuyu,Av. San Martin 181,7105,2521025,cinesdelacosta@yahoo.com.ar,https://www.facebook.com/cine.tuyu/
6274010,6,6274,Salas de cine,Buenos Aires,Florencio Varela,Cinemacenter,Av. San Martin 554 Y Av. Del Trabajo,1888,42370445,centervarela@cinemacenter.com.ar,http://www.cinemacenter.com.ar/
6056010,6,6056,Salas de cine,Buenos Aires,Bahía Blanca,Cinemacenter,Av. Sarmiento 2153,8000,4535844,centerbahia@cinemacenter.com.ar,http://www.cinemacenter.com.ar/
6644010,6,6644,Salas de cine,Buenos Aires,Pinamar,Oasis,Av. Shaw 644,7167,4497333,exhibidoraatlantica@yahoo.com.ar,http://www.cineoasis.com.ar/
6224010,6,6224,Salas de cine,Buenos Aires,Chivilcoy,Cine Español Chivilcoy,Av. Suarez 86,6620,427272,laganadolfo@yahoo.com.ar,https://www.facebook.com/cinechivilcoy/
6560010,6,6560,Salas de cine,Buenos Aires,Moreno,Hoyts,Av. Victorica 1128,1744,57771000,rmazzutti@hoyts.com.ar,https://www.cinemarkhoyts.com.ar/
6112010,6,6112,Salas de cine,Buenos Aires,Bragado,Espacio Incaa Florencio Constantino,Belgrano 1260,6640,422060,culturabragado@gmail.com,s/d
6056010,6,6056,Salas de cine,Buenos Aires,Bahía Blanca,Amodeo Visión,Belgrano 153,8000,4547639,s/d,s/d
6357110,6,6357,Salas de cine,Buenos Aires,Mar del Plata,Pigalle,Belgrano 2327,7600,490306,danielmazzitello@hotmail.com,s/d
6770050,6,6770,Salas de cine,Buenos Aires,San Pedro,Cine Teatro La Palma,Belgrano 961,2930,427251,cineteatrolapalma@gmail.com,https://www.facebook.com/MEC.LaPalma/
